年份,出售單位,發電案場,購買者,憑證種類,供電種類,憑證張數
2024,天能綠電股份有限公司,柯進丁地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,49
2024,天能綠電股份有限公司,蔡春成地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,78
2024,天能綠電股份有限公司,蔡春成地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,36
2024,天能綠電股份有限公司,蔡瑞泉地面型太陽光電案場,明基材料股份有限公司,太陽能,轉供,113
2024,天能綠電股份有限公司,蔡瑞泉地面型太陽光電案場,金像電子股份有限公司,太陽能,轉供,23
2024,天能綠電股份有限公司,屏東環球購物中心屋頂型太陽能光電案場,臺灣集中保管結算所股份有限公司,太陽能,轉供,56
2024,天能綠電股份有限公司,彰化健馨養護中心屋頂型太陽光電案場,元太科技工業股份有限公司,太陽能,轉供,81
2024,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,新光人壽保險股份有限公司,太陽能,轉供,30
2024,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,新光證券投資信託股份有限公司,太陽能,轉供,16
2024,天能綠電股份有限公司,彰化埔心鄉公所太平公墓地面型太陽能光電案場,睿能創意股份有限公司,太陽能,轉供,30
2024,天能綠電股份有限公司,彰化埔心鄉公所第五公墓地面型太陽能光電案場,新光人壽保險股份有限公司,太陽能,轉供,30
2024,天能綠電股份有限公司,彰化埔心鄉公所第五公墓地面型太陽能光電案場,新光證券投資信託股份有限公司,太陽能,轉供,21
2024,天能綠電股份有限公司,彰化埔心鄉公所第五公墓地面型太陽能光電案場,睿能創意股份有限公司,太陽能,轉供,31
2024,天能綠電股份有限公司,台南易昇屋頂型太陽光電案場,旺宏電子股份有限公司,太陽能,轉供,208
2024,天能綠電股份有限公司,台南市下營區大屯寮段豬舍二期屋頂型太陽光電案場,聚和國際股份有限公司,太陽能,轉供,40
2024,天能綠電股份有限公司,嘉義縣義竹鄉東後寮段雞舍二期屋頂型太陽光電案場,金像電子股份有限公司,太陽能,轉供,13
2024,天能綠電股份有限公司,嘉義縣義竹鄉東後寮段雞舍一期屋頂型太陽光電案場,金像電子股份有限公司,太陽能,轉供,27
2024,天能綠電股份有限公司,台南市下營區大屯寮段豬舍一期屋頂型太陽光電案場,玉山商業銀行股份有限公司,太陽能,轉供,1
2024,天能綠電股份有限公司,台南市下營區大屯寮段豬舍一期屋頂型太陽光電案場,聚和國際股份有限公司,太陽能,轉供,46
2024,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,全智科技股份有限公司,太陽能,轉供,562
2024,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,旺宏電子股份有限公司,太陽能,轉供,1749
2024,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,欣銓科技股份有限公司,太陽能,轉供,912
2024,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,玉山商業銀行股份有限公司,太陽能,轉供,2024
2024,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,矽格股份有限公司,太陽能,轉供,613
2024,天能綠電股份有限公司,台南北門蚵寮漁電共生專案,金像電子股份有限公司,太陽能,轉供,2430
2024,天能綠電股份有限公司,佳煌科技股份有限公司 (德岱網版印刷),合作金庫證券股份有限公司,太陽能,轉供,63
2024,天能綠電股份有限公司,高雄小港(坪鳳)地面型太陽光電案廠,旺宏電子股份有限公司,太陽能,轉供,307
2024,天能綠電股份有限公司,高雄大寮地面型太陽光電案場,旺宏電子股份有限公司,太陽能,轉供,154
2024,天能綠電股份有限公司,雲林口湖地面型太陽光電案,旺宏電子股份有限公司,太陽能,轉供,97
2024,天能綠電股份有限公司,台南北門三寮灣漁電共生專案,全智科技股份有限公司,太陽能,轉供,415
2024,天能綠電股份有限公司,台南北門三寮灣漁電共生專案,明基材料股份有限公司,太陽能,轉供,1512
2024,天能綠電股份有限公司,台南北門三寮灣漁電共生專案,欣銓科技股份有限公司,太陽能,轉供,1578
2024,天能綠電股份有限公司,台南北門三寮灣漁電共生專案,金像電子股份有限公司,太陽能,轉供,2310
2024,太陽神電力股份有限公司,銧昊股份有限公司,聯詠科技股份有限公司,太陽能,轉供,479
2024,奇異果新能源股份有限公司,台南市菁寮掩埋場太陽光電發電廠,中投有線電視股份有限公司,太陽能,轉供,4
2024,奇異果新能源股份有限公司,台南市菁寮掩埋場太陽光電發電廠,宏匯新北股份有限公司,太陽能,轉供,30
2024,奇異果新能源股份有限公司,台南市菁寮掩埋場太陽光電發電廠,濾能股份有限公司,太陽能,轉供,8
2024,奇異果新能源股份有限公司,北捷北投機廠太陽光電發電廠,中欣實業股份有限公司,太陽能,轉供,83
2024,奇異果新能源股份有限公司,北捷北投機廠太陽光電發電廠,宏匯新北股份有限公司,太陽能,轉供,40
2024,安威風力發電股份有限公司,安威風場一,台灣積體電路製造股份有限公司,風力能,轉供,1692
2024,安威風力發電股份有限公司,安威風場二,台灣積體電路製造股份有限公司,風力能,轉供,2710
2024,安威風力發電股份有限公司,安威風場三,台灣積體電路製造股份有限公司,風力能,轉供,1604
2024,安威風力發電股份有限公司,安威風場四,台灣積體電路製造股份有限公司,風力能,轉供,1434
2024,安威風力發電股份有限公司,安威風場五,台灣積體電路製造股份有限公司,風力能,轉供,1959
2024,富威電力股份有限公司,權聖太陽光電廠,久鼎金屬實業股份有限公司,太陽能,轉供,2
2024,富威電力股份有限公司,權聖太陽光電廠,伊雲谷數位科技股份有限公司,太陽能,轉供,3
2024,富威電力股份有限公司,權聖太陽光電廠,博仲法律事務所,太陽能,轉供,10
2024,富威電力股份有限公司,權聖太陽光電廠,台灣日鑛金屬股份有限公司,太陽能,轉供,7
2024,富威電力股份有限公司,權聖太陽光電廠,訊連科技股份有限公司,太陽能,轉供,1
2024,富威電力股份有限公司,彰苑風力發電廠,中華電信股份有限公司,風力能,轉供,1790
2024,富威電力股份有限公司,彰苑風力發電廠,中華電信股份有限公司個人家庭分公司,風力能,轉供,962
2024,富威電力股份有限公司,彰苑風力發電廠,中華電信股份有限公司資訊技術分公司,風力能,轉供,2203
2024,富威電力股份有限公司,彰苑風力發電廠,乾坤科技股份有限公司,風力能,轉供,169
2024,富威電力股份有限公司,彰苑風力發電廠,元太科技工業股份有限公司,風力能,轉供,215
2024,富威電力股份有限公司,彰苑風力發電廠,博仲法律事務所,風力能,轉供,1
2024,富威電力股份有限公司,彰苑風力發電廠,台灣固網股份有限公司,風力能,轉供,452
2024,富威電力股份有限公司,彰苑風力發電廠,台灣大哥大股份有限公司,風力能,轉供,904
2024,富威電力股份有限公司,彰苑風力發電廠,台灣福雷電子股份有限公司,風力能,轉供,71
2024,富威電力股份有限公司,彰苑風力發電廠,台達電子工業股份有限公司,風力能,轉供,582
2024,富威電力股份有限公司,彰苑風力發電廠,日月光半導體製造股份有限公司,風力能,轉供,1463
2024,富威電力股份有限公司,彰苑風力發電廠,日月光半導體製造股份有限公司中壢分公司,風力能,轉供,329
2024,富威電力股份有限公司,彰苑風力發電廠,緯穎科技服務股份有限公司,風力能,轉供,2
2024,富威電力股份有限公司,彰苑風力發電廠,群聯電子股份有限公司 竹南分公司,風力能,轉供,535
2024,富威電力股份有限公司,彰苑風力發電廠,采鈺科技股份有限公司,風力能,轉供,1343
2024,富威電力股份有限公司,彰苑風力發電廠,高雄晶傑達光電科技股份有限公司,風力能,轉供,252
2024,富威電力股份有限公司,北苑風力發電廠,中華電信股份有限公司,風力能,轉供,1797
2024,富威電力股份有限公司,北苑風力發電廠,中華電信股份有限公司個人家庭分公司,風力能,轉供,945
2024,富威電力股份有限公司,北苑風力發電廠,中華電信股份有限公司資訊技術分公司,風力能,轉供,2085
2024,富威電力股份有限公司,北苑風力發電廠,乾坤科技股份有限公司,風力能,轉供,160
2024,富威電力股份有限公司,北苑風力發電廠,元太科技工業股份有限公司,風力能,轉供,187
2024,富威電力股份有限公司,北苑風力發電廠,南茂科技股份有限公司,風力能,轉供,2
2024,富威電力股份有限公司,北苑風力發電廠,台灣固網股份有限公司,風力能,轉供,396
2024,富威電力股份有限公司,北苑風力發電廠,台灣大哥大股份有限公司,風力能,轉供,793
2024,富威電力股份有限公司,北苑風力發電廠,台灣福雷電子股份有限公司,風力能,轉供,70
2024,富威電力股份有限公司,北苑風力發電廠,台達電子工業股份有限公司,風力能,轉供,596
2024,富威電力股份有限公司,北苑風力發電廠,日月光半導體製造股份有限公司,風力能,轉供,1456
2024,富威電力股份有限公司,北苑風力發電廠,日月光半導體製造股份有限公司中壢分公司,風力能,轉供,292
2024,富威電力股份有限公司,北苑風力發電廠,睿能創意營銷股份有限公司,風力能,轉供,22
2024,富威電力股份有限公司,北苑風力發電廠,睿能創意股份有限公司,風力能,轉供,108
2024,富威電力股份有限公司,北苑風力發電廠,緯穎科技服務股份有限公司,風力能,轉供,1
2024,富威電力股份有限公司,北苑風力發電廠,采鈺科技股份有限公司,風力能,轉供,1179
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,久鼎金屬實業股份有限公司,太陽能,轉供,109
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,僑雄實業股份有限公司,太陽能,轉供,133
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,南帝化學工業股份有限公司,太陽能,轉供,41
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,台灣土地銀行股份有限公司,太陽能,轉供,60
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,台灣微轉股份有限公司,太陽能,轉供,28
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,台灣日鑛金屬股份有限公司,太陽能,轉供,1701
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,台灣歐舒丹股份有限公司,太陽能,轉供,13
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,台灣福雷電子股份有限公司,太陽能,轉供,52
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,少年玩具企業有限公司,太陽能,轉供,25
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,彥豪金屬工業股份有限公司,太陽能,轉供,222
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,日月光半導體製造股份有限公司,太陽能,轉供,1387
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,日月光半導體製造股份有限公司中壢分公司,太陽能,轉供,1890
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,景碩科技股份有限公司,太陽能,轉供,2593
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,漢磊科技股份有限公司,太陽能,轉供,515
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,瑞健股份有限公司,太陽能,轉供,441
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,矽品精密⼯業股份有限公司中科分公司,太陽能,轉供,1223
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,矽品精密⼯業股份有限公司新⽵分公司,太陽能,轉供,299
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,矽品精密工業股份有限公司,太陽能,轉供,2429
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,精材科技股份有限公司,太陽能,轉供,544
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,緯創資通股份有限公司,太陽能,轉供,981
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,緯穎科技服務股份有限公司,太陽能,轉供,161
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,荷蘭商海尼根股份有限公司台灣分公司,太陽能,轉供,2
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,陽明海運股份有限公司,太陽能,轉供,133
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,香奈兒有限公司,太陽能,轉供,191
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,香港商盟倍力股份有限公司台灣分公司,太陽能,轉供,13
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,高雄晶傑達光電科技股份有限公司,太陽能,轉供,12168
2024,富威電力股份有限公司,星崴七股太陽光電發電廠,鴻海精密工業股份有限公司,太陽能,轉供,747
2024,富威電力股份有限公司,玉樹能源第一期、玉樹能源第1-2期,元太科技工業股份有限公司,太陽能,轉供,186
2024,富威電力股份有限公司,玉樹能源第一期、玉樹能源第1-2期,南帝化學工業股份有限公司,太陽能,轉供,62
2024,富威電力股份有限公司,玉樹能源第一期、玉樹能源第1-2期,德州儀器工業股份有限公司,太陽能,轉供,100
2024,富威電力股份有限公司,玉樹能源第一期、玉樹能源第1-2期,緯創資通股份有限公司,太陽能,轉供,5
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,好食在股份有限公司,太陽能,轉供,18
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,建興儲存科技股份有限公司新竹園區分公司,太陽能,轉供,180
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,德州儀器工業股份有限公司,太陽能,轉供,217
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,斯派瑞莎克股份有限公司,太陽能,轉供,14
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,桂冠實業股份有限公司,太陽能,轉供,66
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,臺灣銀行股份有限公司,太陽能,轉供,687
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,訊連科技股份有限公司,太陽能,轉供,73
2024,富威電力股份有限公司,禾迅一號台南鹽水太陽光電發電系統工程,鴻海精密工業股份有限公司,太陽能,轉供,136
2024,寶富電力股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,合作金庫商業銀行,太陽能,轉供,645
2024,寶富電力股份有限公司,屏東林邊鎮安太陽光電發電廠-第一期,精誠資訊股份有限公司,太陽能,轉供,150
2024,寶富電力股份有限公司,寶興金榮光電廠-枋寮一期,合作金庫商業銀行,太陽能,轉供,2
2024,寶富電力股份有限公司,寶興金榮光電廠-枋寮一期,國泰世華商業銀行股份有限公司,太陽能,轉供,61
2024,寶富電力股份有限公司,寶興金榮光電廠-枋寮一期,矽格聯測股份有限公司,太陽能,轉供,713
2024,寶富電力股份有限公司,寶興金榮光電廠-枋寮一期,矽格股份有限公司,太陽能,轉供,760
2024,寶富電力股份有限公司,寶興金榮光電廠-枋寮一期,臺灣中小企業銀行股份有限公司,太陽能,轉供,922
2024,崎威風力發電股份有限公司,竹南二期風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,2191
2024,康展電力股份有限公司,嘉義公館滯洪池,康舒科技股份有限公司,太陽能,轉供,123
2024,康展電力股份有限公司,嘉義公館滯洪池,美科實業股份有限公司,太陽能,轉供,21
2024,康展電力股份有限公司,台康萬興四放滯洪池,亞洲水泥股份有限公司,太陽能,轉供,232
2024,康展電力股份有限公司,台康萬興四放滯洪池,台灣諾和諾德藥品股份有限公司,太陽能,轉供,25
2024,康展電力股份有限公司,台康萬興四放滯洪池,遠東新世紀股份有限公司-台北總公司,太陽能,轉供,329
2024,恩富資本太陽能股份有限公司,台南北門蚵寮漁電共生專案,特許投資顧問股份有限公司,太陽能,轉供,2787
2024,成勁電力股份有限公司,成勁一期臺南關廟太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,3592
2024,日集綠能股份有限公司,北勢寮段太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,1023
2024,日集綠能股份有限公司,日集潭頂段,友達光電股份有限公司,太陽能,轉供,835
2024,日集綠能股份有限公司,日集隆安段太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,804
2024,日集綠能股份有限公司,日集洛陽段太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,853
2024,日集綠能股份有限公司,日集舊庄段太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,305
2024,日集綠能股份有限公司,日集保力小段太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,634
2024,日集綠能股份有限公司,日集恆春機場段太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,398
2024,日集綠能股份有限公司,日集大平頂太陽光電發電廠,友達光電股份有限公司,太陽能,轉供,788
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,中國信託商業銀行股份有限公司,太陽能,轉供,400
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,台北金融大樓公司,太陽能,轉供,845
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,台灣固網股份有限公司,太陽能,轉供,844
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,台灣大哥大股份有限公司,太陽能,轉供,552
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,台灣資生堂股份有限公司,太陽能,轉供,259
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,玉山商業銀行股份有限公司,太陽能,轉供,1002
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,臺灣湯淺電池股份有限公司,太陽能,轉供,20
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,臺灣證券交易所股份有限公司,太陽能,轉供,2846
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,野村證券投資信託股份有限公司,太陽能,轉供,47
2024,星星電力股份有限公司,臺南市北門區第一期太陽光電發電系統工程,香奈兒有限公司,太陽能,轉供,70
2024,星星電力股份有限公司,台康萬興四放滯洪池,台灣固網股份有限公司,太陽能,轉供,367
2024,星星電力股份有限公司,台康萬興四放滯洪池,台灣大哥大股份有限公司,太陽能,轉供,1929
2024,星星電力股份有限公司,台康萬興四放滯洪池,永豐商業銀行股份有限公司,太陽能,轉供,865
2024,映暉能源有限公司,映暉能源第一期太陽光電發電廠,南亞科技股份有限公司,太陽能,轉供,1248
2024,映暉能源有限公司,映暉能源第2-1期、第2-2期太陽光電發電廠,南亞科技股份有限公司,太陽能,轉供,810
2024,映暉能源有限公司,映暉能源第3-1期太陽光電發電廠,南亞科技股份有限公司,太陽能,轉供,458
2024,映暉能源有限公司,映暉能源第6-1期太陽光電發電廠,南亞科技股份有限公司,太陽能,轉供,436
2024,映暉能源有限公司,映暉能源第7-1期太陽光電發電廠,南亞科技股份有限公司,太陽能,轉供,345
2024,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,25
2024,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,耀鼎資源循環股份有限公司,太陽能,轉供,23
2024,昱鼎能源科技開發股份有限公司,台中港公共倉儲太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,1
2024,昱鼎能源科技開發股份有限公司,台中港旅客服務中心停車場太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,236
2024,昱鼎能源科技開發股份有限公司,台中港旅客服務中心停車場太陽光電發電廠,台灣康寧顯示玻璃股份有限公司,太陽能,轉供,180
2024,昱鼎能源科技開發股份有限公司,台中港旅客服務中心停車場太陽光電發電廠,萬鼎工程服務股份有限公司,太陽能,轉供,2
2024,昱鼎能源科技開發股份有限公司,高雄港二櫃63倉太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,43
2024,昱鼎能源科技開發股份有限公司,高雄港二櫃66倉太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,47
2024,昱鼎能源科技開發股份有限公司,高雄港三櫃68、69倉太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,1
2024,昱鼎能源科技開發股份有限公司,嘉義布袋港(第三停車場)太陽光電發電廠,中鼎工程股份有限公司,太陽能,轉供,198
2024,昱鼎能源科技開發股份有限公司,嘉義布袋港(第三停車場)太陽光電發電廠,台灣康寧顯示玻璃股份有限公司,太陽能,轉供,106
2024,昱鼎能源科技開發股份有限公司,嘉義布袋港(第三停車場)太陽光電發電廠,萬鼎工程服務股份有限公司,太陽能,轉供,2
2024,昱鼎能源科技開發股份有限公司,嘉義竹崎掩埋場太陽光電發電廠,台灣康寧顯示玻璃股份有限公司,太陽能,轉供,215
2024,昱鼎能源科技開發股份有限公司,嘉義竹崎掩埋場太陽光電發電廠,宜鼎國際股份有限公司,太陽能,轉供,187
2024,昱鼎電業股份有限公司,臺南市新營掩埋場3&amp;4期太陽光電發電廠,台灣康寧顯示玻璃股份有限公司,太陽能,轉供,592
2024,昱鼎電業股份有限公司,臺南市新營掩埋場5期太陽光電發電廠,台灣康寧顯示玻璃股份有限公司,太陽能,轉供,1288
2024,昱鼎電業股份有限公司,台北自來水長興淨水廠太陽光電發電廠,台灣康寧顯示玻璃股份有限公司,太陽能,轉供,1
2024,曄恆能源股份有限公司,曄恆嘉義鹽地太陽光電廠,台灣積體電路製造股份有限公司,太陽能,轉供,16153
2024,曜越綠電股份有限公司,鎔利太陽光電發電廠,台灣晶技股份有限公司,太陽能,轉供,79
2024,曜越綠電股份有限公司,興隆興太陽光電發電廠,崇越科技股份有限公司,太陽能,轉供,71
2024,曜越綠電股份有限公司,興隆興太陽光電發電廠,鉅鋼機械股份有限公司,太陽能,轉供,73
2024,曜越綠電股份有限公司,進安國際太陽光電發電廠,台灣晶技股份有限公司,太陽能,轉供,109
2024,東鋼風力發電股份有限公司,東鋼風力發電股份有限公司,東和鋼鐵企業股份有限公司,風力能,轉供,8385
2024,桃威風力發電股份有限公司,新屋風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,3313
2024,永能風力發電股份有限公司,竹南鎮龍鳳里及海口里風場,台灣積體電路製造股份有限公司,風力能,轉供,1028
2024,永能風力發電股份有限公司,竹南鎮海口北風場,台灣積體電路製造股份有限公司,風力能,轉供,972
2024,泓德能源科技股份有限公司,星星電力-YL南波萬,台灣固網股份有限公司,太陽能,轉供,312
2024,泓德能源科技股份有限公司,星星電力-TN柳營1號,太登太陽能股份有限公司,太陽能,轉供,8
2024,泓德能源科技股份有限公司,星星電力-TN柳營1號,永佳環球有限公司,太陽能,轉供,15
2024,泓德能源科技股份有限公司,星星電力-TN柳營1號,泓德能源科技股份有限公司,太陽能,轉供,32
2024,泓德能源科技股份有限公司,星星電力-TN柳營1號,玉山商業銀行股份有限公司,太陽能,轉供,27
2024,泰陽光電股份有限公司,泰陽義竹1-1期,緯穎科技服務股份有限公司,太陽能,轉供,708
2024,清風風力發電股份有限公司,清水風場,台灣積體電路製造股份有限公司,風力能,轉供,1093
2024,玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,中華電信股份有限公司,太陽能,轉供,1644
2024,玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,中華電信股份有限公司個人家庭分公司,太陽能,轉供,858
2024,玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,中華電信股份有限公司資訊技術分公司,太陽能,轉供,1919
2024,瑤光智慧能源股份有限公司,瑤光智慧能源股份有限公司,力晶積成電子製造股份有限公司,太陽能,轉供,805
2024,環台光電股份有限公司,環台光電股份有限公司,合晶科技股份有限公司,太陽能,轉供,354
2024,環台光電股份有限公司,環台光電股份有限公司,合晶科技股份有限公司楊梅分公司,太陽能,轉供,185
2024,環台光電股份有限公司,環台光電股份有限公司,墨達思精密工業股份有限公司,太陽能,轉供,34
2024,環台光電股份有限公司,環台光電股份有限公司,富鐿實業股份有限公司,太陽能,轉供,49
2024,環台光電股份有限公司,環台光電股份有限公司,鋐光實業股份有限公司,太陽能,轉供,276
2024,瓦力電能股份有限公司,臺南市官田區317.7瓩,微電能源股份有限公司,太陽能,轉供,1
2024,瓦特先生股份有限公司,國源汽車二期,元太科技工業股份有限公司,太陽能,轉供,4
2024,瓦特先生股份有限公司,國源汽車二期,台灣萊雅股份有限公司,太陽能,轉供,10
2024,瓦特先生股份有限公司,台南一期,元太科技工業股份有限公司,太陽能,轉供,2
2024,瓦特先生股份有限公司,大甲野寶,元大商業銀行股份有限公司,太陽能,轉供,277
2024,瓦特先生股份有限公司,大甲野寶,元大期貨股份有限公司,太陽能,轉供,79
2024,瓦特先生股份有限公司,大甲野寶,元大證券股份有限公司,太陽能,轉供,320
2024,瓦特先生股份有限公司,大甲野寶,台灣萊雅股份有限公司,太陽能,轉供,120
2024,瓦特先生股份有限公司,大甲野寶,野寶科技股份有限公司,太陽能,轉供,2
2024,瓦特先生股份有限公司,雲林一期,元大證券股份有限公司,太陽能,轉供,3
2024,瓦特先生股份有限公司,雲林一期,台灣萊雅股份有限公司,太陽能,轉供,94
2024,瓦特先生股份有限公司,屏東一期,陳坤宏,太陽能,轉供,1
2024,瓦特先生股份有限公司,屏東二期,陳坤宏,太陽能,轉供,1
2024,瓦特先生股份有限公司,彰化有鴻,元大商業銀行股份有限公司,太陽能,轉供,15
2024,瓦特先生股份有限公司,彰化有鴻,元大證券股份有限公司,太陽能,轉供,13
2024,瓦特先生股份有限公司,彰化有鴻,元太科技工業股份有限公司,太陽能,轉供,44
2024,瓦特先生股份有限公司,彰化有鴻,台灣萊雅股份有限公司,太陽能,轉供,97
2024,瓦特先生股份有限公司,彰化有鴻,新加坡商克蘭詩股份有限公司台灣分公司,太陽能,轉供,8
2024,瓦特先生股份有限公司,岡山融嘉泰TW190993,信義房屋股份有限公司,太陽能,轉供,12
2024,瓦特先生股份有限公司,岡山融嘉泰TW190993,元大商業銀行股份有限公司,太陽能,轉供,307
