年份,出售單位,發電案場,購買者,憑證種類,供電種類,憑證張數
2023,陽光伏特家電力股份有限公司,奇美綠能園區一期,第一金證券股份有限公司,太陽能,轉供,59
2023,陽光伏特家電力股份有限公司,奇美綠能園區一期,臺灣期貨交易所股份有限公司,太陽能,轉供,37
2023,陽光伏特家電力股份有限公司,奇美綠能園區一期,英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,78
2023,陽光伏特家電力股份有限公司,奇美綠能園區一期,華美光學科技股份有限公司,太陽能,轉供,3270
2023,陽光伏特家電力股份有限公司,奇美綠能園區一期,財團法人中國生產力中心,太陽能,轉供,71
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,信義房屋股份有限公司,太陽能,轉供,482
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,元太科技工業股份有限公司,太陽能,轉供,410
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,元裕實業有限公司,太陽能,轉供,1
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,全智科技股份有限公司,太陽能,轉供,1377
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,利奇機械工業股份有限公司,太陽能,轉供,300
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,台灣大哥大股份有限公司,太陽能,轉供,2843
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,國泰人壽保險股份有限公司,太陽能,轉供,26
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,國泰綜合證券股份有限公司,太陽能,轉供,183
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,攸泰科技股份有限公司,太陽能,轉供,17
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,王道商業銀行股份有限公司,太陽能,轉供,494
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,瑞士商弗克司股份有限公司台灣分公司,太陽能,轉供,267
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,祥群興業有限公司,太陽能,轉供,13
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,第一商業銀行股份有限公司,太陽能,轉供,132
2023,陽光伏特家電力股份有限公司,奇美綠能園區二期,財團法人台灣綜合研究院,太陽能,轉供,36
2023,陽光伏特家電力股份有限公司,太陽餅35號,台灣大哥大股份有限公司,太陽能,轉供,156
2023,陽光伏特家電力股份有限公司,天龍1號,台灣大哥大股份有限公司,太陽能,轉供,43
2023,陽光伏特家電力股份有限公司,港都15號,中孚科技股份有限公司,太陽能,轉供,1
2023,陽光伏特家電力股份有限公司,港都15號,夠酷比股份有限公司,太陽能,轉供,6
2023,陽光伏特家電力股份有限公司,港都15號,捷順企業股份有限公司,太陽能,轉供,16
2023,陽光伏特家電力股份有限公司,港都15號,普萊德科技股份有限公司,太陽能,轉供,31
2023,陽光伏特家電力股份有限公司,港都15號,社團法人中華民國荒野保護協會,太陽能,轉供,15
2023,陽光伏特家電力股份有限公司,港都15號,綠藤生物科技股份有限公司,太陽能,轉供,8
2023,陽光伏特家電力股份有限公司,港都15號,美科實業股份有限公司,太陽能,轉供,4
2023,陽光伏特家電力股份有限公司,港都15號,群樺科技股份有限公司,太陽能,轉供,4
2023,陽光伏特家電力股份有限公司,港都15號,良冠生化科技有限公司,太陽能,轉供,5
2023,陽光伏特家電力股份有限公司,港都15號,英屬維京群島商太古可口可樂股份有限公司台灣分公司,太陽能,轉供,5
2023,陽光伏特家電力股份有限公司,港都15號,財團法人綠色和平基金會,太陽能,轉供,16
2023,陽光伏特家電力股份有限公司,阿里13號,友信行股份有限公司,太陽能,轉供,9
2023,陽光伏特家電力股份有限公司,阿里13號,台灣大哥大股份有限公司,太陽能,轉供,270
2023,陽光伏特家電力股份有限公司,阿里13號,台灣屈臣氏個人用品商店股份有限公司,太陽能,轉供,92
2023,陽光伏特家電力股份有限公司,阿里13號,美科實業股份有限公司,太陽能,轉供,13
2023,陽光伏特家電力股份有限公司,阿里13號,高柏科技股份有限公司,太陽能,轉供,5
2023,陽光伏特家電力股份有限公司,恆陸第一期太陽光電發電廠,國泰世華商業銀行股份有限公司,太陽能,轉供,49
2023,陽光伏特家電力股份有限公司,恆陸第一期太陽光電發電廠,國泰人壽保險股份有限公司,太陽能,轉供,124
2023,陽光伏特家電力股份有限公司,恆陸第一期太陽光電發電廠,國泰綜合證券股份有限公司,太陽能,轉供,76
2023,鹿威風力發電股份有限公司,鹿威-彰濱風場,台灣積體電路製造股份有限公司,風力能,轉供,109232
2023,鹿威風力發電股份有限公司,鹿威-鹿港風場,台灣積體電路製造股份有限公司,風力能,轉供,62597
2023,鹿威風力發電股份有限公司,鹿港風場二期,台灣積體電路製造股份有限公司,風力能,轉供,16083
2023,龍威風力發電股份有限公司,龍威風場一,台灣積體電路製造股份有限公司,風力能,轉供,54722
2023,龍威風力發電股份有限公司,龍威風場二,台灣積體電路製造股份有限公司,風力能,轉供,9431
2023,龍威風力發電股份有限公司,龍威風場三,台灣積體電路製造股份有限公司,風力能,轉供,4879
2022,中威風力發電股份有限公司,台中風場,台灣積體電路製造股份有限公司,風力能,轉供,97111
2022,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,亞福儲能股份有限公司,太陽能,轉供,3
2022,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,正信不動產股份有限公司,太陽能,轉供,3
2022,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,胤源企業有限公司,太陽能,轉供,1
2022,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,鴻元工程顧問股份有限公司,太陽能,轉供,6
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,亞福儲能股份有限公司,太陽能,轉供,20
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,京冠生物科技股份有限公司,太陽能,轉供,27
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,綠藤生物科技股份有限公司,太陽能,轉供,4
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,逸盛科技股份有限公司,太陽能,轉供,2
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,達勝科技股份有限公司,太陽能,轉供,2
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,隆宜實業有限公司,太陽能,轉供,17
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠,龍邑工程顧問股份有限公司,太陽能,轉供,4
2022,南方電力股份有限公司,嘉義縣東石鄉栗子崙段388地號太陽光電發電廠2期,葡萄王生技股份有限公司,太陽能,轉供,259
2022,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,永豐商業銀行股份有限公司,太陽能,轉供,119
2022,南方電力股份有限公司,屏東鹽埔太陽光電發電廠,淨毒五郎有限公司,太陽能,轉供,1
2022,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,乾坤科技股份有限公司,太陽能,轉供,347
2022,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,台達電子工業股份有限公司,太陽能,轉供,793
2022,博曜電力股份有限公司,心忠學甲第一型太陽光電發電廠,晶睿通訊股份有限公司,太陽能,轉供,29
2022,台康日能科技股份有限公司,嘉義公館滯洪池,玉山商業銀行股份有限公司,太陽能,轉供,2333
2022,台康日能科技股份有限公司,高雄典寶溪滯洪池,科德寶遠東股份有限公司,太陽能,轉供,166
2022,台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,16093
2022,台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,100544
2022,台汽電綠能股份有限公司,鑫光電能有限公司,台北富邦商業銀行股份有限公司,太陽能,轉供,492
2022,台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,太陽能,轉供,4300
2022,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人中華民國證券櫃檯買賣中心,太陽能,轉供,254
2022,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,太陽能,轉供,36
2022,台汽電綠能股份有限公司,星寶風力發電廠,台灣固網股份有限公司,風力能,轉供,5133
2022,台汽電綠能股份有限公司,星寶風力發電廠,台灣大哥大股份有限公司,風力能,轉供,2351
2022,台汽電綠能股份有限公司,星寶風力發電廠,台達電子工業股份有限公司,風力能,轉供,12039
2022,台汽電綠能股份有限公司,烏山頭水力發電廠,華美光學科技股份有限公司,水力能,轉供,1031
2022,台汽電綠能股份有限公司,烏山頭水力發電廠,采鈺科技股份有限公司,水力能,轉供,14366
2022,台汽電綠能股份有限公司,力麗企業廠房屋頂太陽光電發電廠,台灣優衣庫有限公司,太陽能,轉供,1125
2022,台灣艾貴太陽能源股份有限公司,台灣艾貴義竹發電廠,台灣積體電路製造股份有限公司,太陽能,轉供,105903
2022,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司,太陽能,轉供,2580
2022,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司個人家庭分公司,太陽能,轉供,1194
2022,天權智慧能源股份有限公司,天權智慧能源股份有限公司,中華電信股份有限公司資訊技術分公司,太陽能,轉供,1688
2022,天能綠電股份有限公司,旭孝矽品精密工業,上海商業儲蓄銀行股份有限公司,太陽能,轉供,340
2022,天能綠電股份有限公司,旭孝矽品精密工業,玉山商業銀行股份有限公司,太陽能,轉供,2129
2022,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,中強光電股份有限公司,太陽能,轉供,14
2022,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,中強光電股份有限公司南科分公司第一廠,太陽能,轉供,18
2022,天能綠電股份有限公司,臺中清水風能訓練中心屋頂型太陽能光電案,頤德國際股份有限公司,太陽能,轉供,5
2022,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,台灣科思創股份有限公司,太陽能,轉供,162
2022,天能綠電股份有限公司,台中八方夜市屋頂型太陽能光電廠,聖戈班先進材料股份有限公司,太陽能,轉供,10
2022,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(低壓),玉山商業銀行股份有限公司,太陽能,轉供,11
2022,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第一期,元太科技工業股份有限公司,太陽能,轉供,45
2022,天能綠電股份有限公司,台中靜宜大學屋頂型太陽能光電廠 第二期,元太科技工業股份有限公司,太陽能,轉供,56
2022,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),玉山商業銀行股份有限公司,太陽能,轉供,105
2022,天能綠電股份有限公司,台東大豐段掩埋場地面型太陽能光電案(高壓),英屬開曼群島商睿能新動力股份有限公司台灣分公司,太陽能,轉供,24
2022,安威風力發電股份有限公司,安威風場一,台灣積體電路製造股份有限公司,風力能,轉供,4371
2022,安威風力發電股份有限公司,安威風場二,台灣積體電路製造股份有限公司,風力能,轉供,6644
2022,安威風力發電股份有限公司,安威風場三,台灣積體電路製造股份有限公司,風力能,轉供,1034
2022,安威風力發電股份有限公司,安威風場四,台灣積體電路製造股份有限公司,風力能,轉供,5226
2022,安威風力發電股份有限公司,安威風場五,台灣積體電路製造股份有限公司,風力能,轉供,5974
2022,富威電力股份有限公司,權聖太陽光電廠,伊雲谷數位科技股份有限公司,太陽能,轉供,4
2022,富威電力股份有限公司,權聖太陽光電廠,博仲法律事務所,太陽能,轉供,19
2022,富威電力股份有限公司,權聖太陽光電廠,正崴精密工業股份有限公司,太陽能,轉供,28
2022,富威電力股份有限公司,權聖太陽光電廠,訊連科技股份有限公司,太陽能,轉供,112
2022,富威電力股份有限公司,彰苑風力發電廠,中華電信股份有限公司資訊技術分公司,風力能,轉供,1811
2022,富威電力股份有限公司,彰苑風力發電廠,乾坤科技股份有限公司,風力能,轉供,3242
2022,富威電力股份有限公司,彰苑風力發電廠,元太科技工業股份有限公司,風力能,轉供,415
2022,富威電力股份有限公司,彰苑風力發電廠,博仲法律事務所,風力能,轉供,25
2022,富威電力股份有限公司,彰苑風力發電廠,台灣固網股份有限公司,風力能,轉供,942
2022,富威電力股份有限公司,彰苑風力發電廠,台灣大哥大股份有限公司,風力能,轉供,1717
2022,富威電力股份有限公司,彰苑風力發電廠,台灣日鑛金屬股份有限公司,風力能,轉供,319
2022,富威電力股份有限公司,彰苑風力發電廠,台灣福雷電子股份有限公司,風力能,轉供,153
2022,富威電力股份有限公司,彰苑風力發電廠,台達電子工業股份有限公司,風力能,轉供,538
2022,富威電力股份有限公司,彰苑風力發電廠,日月光半導體製造股份有限公司,風力能,轉供,1694
2022,富威電力股份有限公司,彰苑風力發電廠,日月光半導體製造股份有限公司中壢分公司,風力能,轉供,2935
2022,富威電力股份有限公司,彰苑風力發電廠,矽品精密⼯業股份有限公司中科分公司,風力能,轉供,1919
2022,富威電力股份有限公司,彰苑風力發電廠,矽品精密⼯業股份有限公司新⽵分公司,風力能,轉供,433
2022,富威電力股份有限公司,彰苑風力發電廠,矽品精密工業股份有限公司,風力能,轉供,2691
2022,富威電力股份有限公司,彰苑風力發電廠,第一商業銀行股份有限公司,風力能,轉供,630
2022,富威電力股份有限公司,彰苑風力發電廠,群聯電子股份有限公司 竹南分公司,風力能,轉供,545
2022,富威電力股份有限公司,彰苑風力發電廠,采鈺科技股份有限公司,風力能,轉供,6569
2022,富威電力股份有限公司,彰苑風力發電廠,鴻海精密工業股份有限公司,風力能,轉供,694
2022,富威電力股份有限公司,北苑風力發電廠,中國信託商業銀行股份有限公司,風力能,轉供,24
2022,富威電力股份有限公司,北苑風力發電廠,中華電信股份有限公司資訊技術分公司,風力能,轉供,1037
2022,富威電力股份有限公司,北苑風力發電廠,乾坤科技股份有限公司,風力能,轉供,2870
2022,富威電力股份有限公司,北苑風力發電廠,元太科技工業股份有限公司,風力能,轉供,405
2022,富威電力股份有限公司,北苑風力發電廠,南亞科技股份有限公司,風力能,轉供,9306
2022,富威電力股份有限公司,北苑風力發電廠,台灣固網股份有限公司,風力能,轉供,916
2022,富威電力股份有限公司,北苑風力發電廠,台灣大哥大股份有限公司,風力能,轉供,1671
2022,富威電力股份有限公司,北苑風力發電廠,台灣日鑛金屬股份有限公司,風力能,轉供,314
2022,富威電力股份有限公司,北苑風力發電廠,台灣福雷電子股份有限公司,風力能,轉供,153
2022,富威電力股份有限公司,北苑風力發電廠,台達電子工業股份有限公司,風力能,轉供,537
2022,富威電力股份有限公司,北苑風力發電廠,日月光半導體製造股份有限公司,風力能,轉供,1859
2022,富威電力股份有限公司,北苑風力發電廠,日月光半導體製造股份有限公司中壢分公司,風力能,轉供,1213
2022,富威電力股份有限公司,北苑風力發電廠,睿能創意營銷股份有限公司,風力能,轉供,6
2022,富威電力股份有限公司,北苑風力發電廠,睿能創意股份有限公司,風力能,轉供,155
2022,富威電力股份有限公司,北苑風力發電廠,矽品精密⼯業股份有限公司中科分公司,風力能,轉供,959
2022,富威電力股份有限公司,北苑風力發電廠,矽品精密⼯業股份有限公司新⽵分公司,風力能,轉供,220
2022,富威電力股份有限公司,北苑風力發電廠,矽品精密工業股份有限公司,風力能,轉供,1385
2022,富威電力股份有限公司,北苑風力發電廠,采鈺科技股份有限公司,風力能,轉供,4535
2022,富威電力股份有限公司,北苑風力發電廠,鴻海精密工業股份有限公司,風力能,轉供,623
2022,崎威風力發電股份有限公司,竹南二期風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,9257
2022,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,宜鼎國際股份有限公司,太陽能,轉供,58
2022,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,耀鼎資源循環股份有限公司,太陽能,轉供,150
2022,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,財團法人中華經濟研究院,太陽能,轉供,12
2022,曄恆能源股份有限公司,曄恆嘉義鹽地太陽光電廠,台灣積體電路製造股份有限公司,太陽能,轉供,28824
2022,泓德能源科技股份有限公司,星星電力-YL南波萬,台灣固網股份有限公司,太陽能,轉供,1470
2022,泓德能源科技股份有限公司,星星電力-TN柳營1號,太登太陽能股份有限公司,太陽能,轉供,10
2022,泓德能源科技股份有限公司,星星電力-TN柳營1號,永佳環球有限公司,太陽能,轉供,25
2022,泓德能源科技股份有限公司,星星電力-TN柳營1號,泓德能源科技股份有限公司,太陽能,轉供,9
2022,泓德能源科技股份有限公司,星星電力-TN柳營1號,玉山商業銀行股份有限公司,太陽能,轉供,129
2022,清風風力發電股份有限公司,清水風場,台灣積體電路製造股份有限公司,風力能,轉供,4905
2022,玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,中華電信股份有限公司,太陽能,轉供,2486
2022,玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,中華電信股份有限公司個人家庭分公司,太陽能,轉供,1152
2022,玉衡智慧能源股份有限公司,玉衡智慧能源股份有限公司,中華電信股份有限公司資訊技術分公司,太陽能,轉供,1635
2022,瓦特先生股份有限公司,國源汽車二期,元太科技工業股份有限公司,太陽能,轉供,17
2022,瓦特先生股份有限公司,國源汽車二期,台灣萊雅股份有限公司,太陽能,轉供,12
2022,瓦特先生股份有限公司,台南一期,元太科技工業股份有限公司,太陽能,轉供,10
2022,瓦特先生股份有限公司,台南二期,大江生醫股份有限公司,太陽能,轉供,9
2022,瓦特先生股份有限公司,大甲野寶,元大商業銀行股份有限公司,太陽能,轉供,129
2022,瓦特先生股份有限公司,大甲野寶,元大證券股份有限公司,太陽能,轉供,26
2022,瓦特先生股份有限公司,大甲野寶,台灣萊雅股份有限公司,太陽能,轉供,311
2022,瓦特先生股份有限公司,大甲野寶,臺灣維固股份有限公司,太陽能,轉供,6
2022,瓦特先生股份有限公司,大甲野寶,野寶科技股份有限公司,太陽能,轉供,1
2022,瓦特先生股份有限公司,雲林一期,台灣萊雅股份有限公司,太陽能,轉供,33
2022,瓦特先生股份有限公司,彰化有鴻,元太科技工業股份有限公司,太陽能,轉供,245
2022,瓦特先生股份有限公司,彰化有鴻,台灣萊雅股份有限公司,太陽能,轉供,13
2022,瓦特先生股份有限公司,彰化有鴻,大江生醫股份有限公司,太陽能,轉供,254
2022,瓦特先生股份有限公司,岡山融嘉泰TW190993,信義房屋股份有限公司,太陽能,轉供,99
2022,瓦特先生股份有限公司,屏南京沅鎢業,若水數位評價股份有限公司,太陽能,轉供,1
2022,瓦特先生股份有限公司,屏南京沅鎢業,辛達實業股份有限公司,太陽能,轉供,148
2022,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,乾坤科技股份有限公司,水力能,轉供,1530
2022,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,台達電子工業股份有限公司,水力能,轉供,4103
2022,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,晶睿通訊股份有限公司,水力能,轉供,139
2022,花蓮綠能股份有限公司,名間電力股份有限公司 水力發電廠,財團法人亞洲大學,水力能,轉供,120
2022,觀威風力發電股份有限公司,觀音風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,27078
2022,豐威風力發電股份有限公司,豐威風場一,台灣積體電路製造股份有限公司,風力能,轉供,4005
2022,豐威風力發電股份有限公司,豐威風場二,台灣積體電路製造股份有限公司,風力能,轉供,4179
2022,通威風力發電股份有限公司,通威風場一,台灣積體電路製造股份有限公司,風力能,轉供,45286
2022,通威風力發電股份有限公司,通威風場二,台灣積體電路製造股份有限公司,風力能,轉供,33418
2022,陽光伏特家電力股份有限公司,成勁電力股份有限公司,欣銓科技股份有限公司,太陽能,轉供,2813
2022,陽光伏特家電力股份有限公司,奇美綠能園區一期,欣銓科技股份有限公司,太陽能,轉供,2199
2022,陽光伏特家電力股份有限公司,奇美綠能園區一期,歐萊德國際股份有限公司,太陽能,轉供,33
2022,陽光伏特家電力股份有限公司,奇美綠能園區一期,華美光學科技股份有限公司,太陽能,轉供,1316
2022,陽光伏特家電力股份有限公司,阿里13號,台灣大哥大股份有限公司,太陽能,轉供,49
2022,鹿威風力發電股份有限公司,鹿威-彰濱風場,台灣積體電路製造股份有限公司,風力能,轉供,121553
2022,鹿威風力發電股份有限公司,鹿威-鹿港風場,台灣積體電路製造股份有限公司,風力能,轉供,50951
2022,鹿威風力發電股份有限公司,鹿港風場二期,台灣積體電路製造股份有限公司,風力能,轉供,10841
2022,龍威風力發電股份有限公司,龍威風場一,台灣積體電路製造股份有限公司,風力能,轉供,25425
2022,龍威風力發電股份有限公司,龍威風場二,台灣積體電路製造股份有限公司,風力能,轉供,4204
2022,龍威風力發電股份有限公司,龍威風場三,台灣積體電路製造股份有限公司,風力能,轉供,1492
2021,中威風力發電股份有限公司,台中風場,台灣積體電路製造股份有限公司,風力能,轉供,141877
2021,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,正信不動產股份有限公司,太陽能,轉供,6
2021,台汽電綠能股份有限公司,竹南風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,18446
2021,台汽電綠能股份有限公司,大鵬風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,100006
2021,台汽電綠能股份有限公司,鑫光電能有限公司,台灣固網股份有限公司,太陽能,轉供,4496
2021,台汽電綠能股份有限公司,鑫光電能有限公司,財團法人台灣綜合研究院,太陽能,轉供,34
2021,台灣艾貴太陽能源股份有限公司,台灣艾貴義竹發電廠,台灣積體電路製造股份有限公司,太陽能,轉供,128015
2021,安威風力發電股份有限公司,安威風場一,台灣積體電路製造股份有限公司,風力能,轉供,5279
2021,安威風力發電股份有限公司,安威風場二,台灣積體電路製造股份有限公司,風力能,轉供,6661
2021,安威風力發電股份有限公司,安威風場三,台灣積體電路製造股份有限公司,風力能,轉供,4151
2021,安威風力發電股份有限公司,安威風場四,台灣積體電路製造股份有限公司,風力能,轉供,5277
2021,安威風力發電股份有限公司,安威風場五,台灣積體電路製造股份有限公司,風力能,轉供,6572
2021,富威電力股份有限公司,權聖太陽光電廠,博仲法律事務所,太陽能,轉供,16
2021,富威電力股份有限公司,權聖太陽光電廠,正崴精密工業股份有限公司,太陽能,轉供,170
2021,富威電力股份有限公司,彰苑風力發電廠,群聯電子股份有限公司 竹南分公司,風力能,轉供,57
2021,富威電力股份有限公司,北苑風力發電廠,中國信託商業銀行股份有限公司,風力能,轉供,12
2021,富威電力股份有限公司,北苑風力發電廠,南亞科技股份有限公司,風力能,轉供,962
2021,崎威風力發電股份有限公司,竹南二期風力發電廠,台灣積體電路製造股份有限公司,風力能,轉供,10911
2021,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,耀鼎資源循環股份有限公司,太陽能,轉供,40
2021,昱鼎能源科技開發股份有限公司,台南市菁寮掩埋場太陽光電發電廠,財團法人中華經濟研究院,太陽能,轉供,2
2021,曄恆能源股份有限公司,曄恆嘉義鹽地太陽光電廠,台灣積體電路製造股份有限公司,太陽能,轉供,33852
2021,泓德能源科技股份有限公司,星星電力-YL南波萬,台灣固網股份有限公司,太陽能,轉供,462
2021,清風風力發電股份有限公司,清水風場,台灣積體電路製造股份有限公司,風力能,轉供,4857
2021,瓦特先生股份有限公司,國源汽車二期,元太科技工業股份有限公司,太陽能,轉供,5
2021,瓦特先生股份有限公司,國源汽車二期,大江生醫股份有限公司,太陽能,轉供,6
2021,瓦特先生股份有限公司,台南一期,元太科技工業股份有限公司,太陽能,轉供,10
2021,瓦特先生股份有限公司,台南二期,大江生醫股份有限公司,太陽能,轉供,10
2021,通威風力發電股份有限公司,通威風場一,台灣積體電路製造股份有限公司,風力能,轉供,47190
2021,通威風力發電股份有限公司,通威風場二,台灣積體電路製造股份有限公司,風力能,轉供,34996
2021,鹿威風力發電股份有限公司,鹿威-彰濱風場,台灣積體電路製造股份有限公司,風力能,轉供,117297
2021,鹿威風力發電股份有限公司,鹿威-鹿港風場,台灣積體電路製造股份有限公司,風力能,轉供,69015
2021,鹿威風力發電股份有限公司,鹿港風場二期,台灣積體電路製造股份有限公司,風力能,轉供,12847
2020,南方電力股份有限公司,鴻元高雄辦公室太陽光電發電廠,正信不動產股份有限公司,太陽能,轉供,5
2020,台灣艾貴太陽能源股份有限公司,台灣艾貴義竹發電廠,台灣積體電路製造股份有限公司,太陽能,轉供,40314
2020,富威電力股份有限公司,權聖太陽光電廠,正崴精密工業股份有限公司,太陽能,轉供,113
2020,曄恆能源股份有限公司,曄恆嘉義鹽地太陽光電廠,台灣積體電路製造股份有限公司,太陽能,轉供,11345
2020,瓦特先生股份有限公司,國源汽車二期,元太科技工業股份有限公司,太陽能,轉供,5
2020,瓦特先生股份有限公司,國源汽車二期,大江生醫股份有限公司,太陽能,轉供,5
2020,瓦特先生股份有限公司,台南一期,元太科技工業股份有限公司,太陽能,轉供,2
2020,瓦特先生股份有限公司,台南二期,大江生醫股份有限公司,太陽能,轉供,2
